"ecosystem"	"package"	"version"	"license"	"license_files"	"status"
"cargo"	"serde_repr"	"0.1.21"	"MIT OR Apache-2.0"	"serde_repr_0.1.21__LICENSE-APACHE;serde_repr_0.1.21__LICENSE-MIT"	"included"
"cargo"	"serde_spanned"	"1.1.1"	"MIT OR Apache-2.0"	"serde_spanned_1.1.1__LICENSE-APACHE;serde_spanned_1.1.1__LICENSE-MIT"	"included"
"cargo"	"serde_with"	"3.23.0"	"MIT OR Apache-2.0"	"serde_with_3.23.0__LICENSE-APACHE;serde_with_3.23.0__LICENSE-MIT"	"included"
"cargo"	"serde_with_macros"	"3.23.0"	"MIT OR Apache-2.0"	"serde_with_macros_3.23.0__LICENSE-APACHE;serde_with_macros_3.23.0__LICENSE-MIT"	"included"
"cargo"	"serde-untagged"	"0.1.9"	"MIT OR Apache-2.0"	"serde-untagged_0.1.9__LICENSE-APACHE;serde-untagged_0.1.9__LICENSE-MIT"	"included"
"cargo"	"serialize-to-javascript"	"0.1.2"	"MIT OR Apache-2.0"	"serialize-to-javascript_0.1.2__LICENSE-APACHE;serialize-to-javascript_0.1.2__LICENSE-MIT"	"included"
"cargo"	"serialize-to-javascript-impl"	"0.1.2"	"MIT OR Apache-2.0"	"serialize-to-javascript-impl_0.1.2__LICENSE-APACHE;serialize-to-javascript-impl_0.1.2__LICENSE-MIT"	"included"
"cargo"	"servo_arc"	"0.4.3"	"MIT OR Apache-2.0"	"servo_arc_0.4.3__LICENSE-APACHE;servo_arc_0.4.3__LICENSE-MIT"	"included"
"cargo"	"sha2"	"0.10.9"	"MIT OR Apache-2.0"	"sha2_0.10.9__LICENSE-APACHE;sha2_0.10.9__LICENSE-MIT"	"included"
"cargo"	"shlex"	"2.0.1"	"MIT OR Apache-2.0"	"shlex_2.0.1__LICENSE-APACHE;shlex_2.0.1__LICENSE-MIT"	"included"
"cargo"	"simd-adler32"	"0.3.10"	"MIT"	"simd-adler32_0.3.10__LICENSE.md"	"included"
"cargo"	"siphasher"	"1.0.3"	"MIT/Apache-2.0"	"siphasher_1.0.3__COPYING"	"included"
"cargo"	"slab"	"0.4.12"	"MIT"	"slab_0.4.12__LICENSE"	"included"
"cargo"	"smallvec"	"1.16.1"	"MIT OR Apache-2.0"	"smallvec_1.16.1__LICENSE-APACHE;smallvec_1.16.1__LICENSE-MIT"	"included"
"cargo"	"socket2"	"0.6.5"	"MIT OR Apache-2.0"	"socket2_0.6.5__LICENSE-APACHE;socket2_0.6.5__LICENSE-MIT"	"included"
"cargo"	"softbuffer"	"0.4.8"	"MIT OR Apache-2.0"	"softbuffer_0.4.8__LICENSE-APACHE;softbuffer_0.4.8__LICENSE-MIT"	"included"
"cargo"	"stable_deref_trait"	"1.2.1"	"MIT OR Apache-2.0"	"stable_deref_trait_1.2.1__LICENSE-APACHE;stable_deref_trait_1.2.1__LICENSE-MIT"	"included"
"cargo"	"string_cache"	"0.9.0"	"MIT OR Apache-2.0"	"string_cache_0.9.0__LICENSE-APACHE;string_cache_0.9.0__LICENSE-MIT"	"included"
"cargo"	"string_cache_codegen"	"0.6.1"	"MIT OR Apache-2.0"	"string_cache_codegen_0.6.1__LICENSE-APACHE;string_cache_codegen_0.6.1__LICENSE-MIT"	"included"
"cargo"	"strsim"	"0.11.1"	"MIT"	"strsim_0.11.1__LICENSE"	"included"
"cargo"	"subtle"	"2.6.1"	"BSD-3-Clause"	"subtle_2.6.1__LICENSE"	"included"
"cargo"	"syn"	"2.0.119"	"MIT OR Apache-2.0"	"syn_2.0.119__LICENSE-APACHE;syn_2.0.119__LICENSE-MIT"	"included"
"cargo"	"syn"	"3.0.6"	"MIT OR Apache-2.0"	"syn_3.0.6__LICENSE-APACHE;syn_3.0.6__LICENSE-MIT"	"included"
"cargo"	"sync_wrapper"	"1.0.2"	"Apache-2.0"	"sync_wrapper_1.0.2__LICENSE"	"included"
"cargo"	"synstructure"	"0.14.0"	"MIT"	"synstructure_0.14.0__LICENSE"	"included"
"cargo"	"tao"	"0.35.3"	"Apache-2.0"	"tao_0.35.3__LICENSE;tao_0.35.3__LICENSE.spdx"	"included"
"cargo"	"tauri"	"2.11.6"	"Apache-2.0 OR MIT"	"tauri_2.11.6__LICENSE_APACHE-2.0;tauri_2.11.6__LICENSE_MIT"	"included"
"cargo"	"tauri-build"	"2.6.3"	"Apache-2.0 OR MIT"	"tauri-build_2.6.3__LICENSE_APACHE-2.0;tauri-build_2.6.3__LICENSE_MIT"	"included"
"cargo"	"tauri-codegen"	"2.6.3"	"Apache-2.0 OR MIT"	"tauri-codegen_2.6.3__LICENSE_APACHE-2.0;tauri-codegen_2.6.3__LICENSE_MIT"	"included"
"cargo"	"tauri-macros"	"2.6.3"	"Apache-2.0 OR MIT"	"tauri-macros_2.6.3__LICENSE_APACHE-2.0;tauri-macros_2.6.3__LICENSE_MIT"	"included"
"cargo"	"tauri-plugin"	"2.6.3"	"Apache-2.0 OR MIT"	""	"missing"
"cargo"	"tauri-plugin-dialog"	"2.7.3"	"Apache-2.0 OR MIT"	"tauri-plugin-dialog_2.7.3__LICENSE_APACHE-2.0;tauri-plugin-dialog_2.7.3__LICENSE_MIT;tauri-plugin-dialog_2.7.3__LICENSE.spdx"	"included"
"cargo"	"tauri-plugin-fs"	"2.5.2"	"Apache-2.0 OR MIT"	"tauri-plugin-fs_2.5.2__LICENSE_APACHE-2.0;tauri-plugin-fs_2.5.2__LICENSE_MIT;tauri-plugin-fs_2.5.2__LICENSE.spdx"	"included"
"cargo"	"tauri-plugin-opener"	"2.5.5"	"Apache-2.0 OR MIT"	"tauri-plugin-opener_2.5.5__LICENSE_APACHE-2.0;tauri-plugin-opener_2.5.5__LICENSE_MIT;tauri-plugin-opener_2.5.5__LICENSE.spdx"	"included"
"cargo"	"tauri-plugin-single-instance"	"2.4.5"	"Apache-2.0 OR MIT"	"tauri-plugin-single-instance_2.4.5__LICENSE_APACHE-2.0;tauri-plugin-single-instance_2.4.5__LICENSE_MIT;tauri-plugin-single-instance_2.4.5__LICENSE.spdx"	"included"
"cargo"	"tauri-plugin-updater"	"2.12.0"	"Apache-2.0 OR MIT"	"tauri-plugin-updater_2.12.0__LICENSE_APACHE-2.0;tauri-plugin-updater_2.12.0__LICENSE_MIT;tauri-plugin-updater_2.12.0__LICENSE.spdx"	"included"
"cargo"	"tauri-runtime"	"2.11.3"	"Apache-2.0 OR MIT"	"tauri-runtime_2.11.3__LICENSE_APACHE-2.0;tauri-runtime_2.11.3__LICENSE_MIT"	"included"
"cargo"	"tauri-runtime-wry"	"2.11.4"	"Apache-2.0 OR MIT"	"tauri-runtime-wry_2.11.4__LICENSE_APACHE-2.0;tauri-runtime-wry_2.11.4__LICENSE_MIT"	"included"
"cargo"	"tauri-utils"	"2.9.3"	"Apache-2.0 OR MIT"	"tauri-utils_2.9.3__LICENSE_APACHE-2.0;tauri-utils_2.9.3__LICENSE_MIT"	"included"
"cargo"	"tauri-winres"	"0.3.6"	"MIT"	"tauri-winres_0.3.6__LICENSE"	"included"
"cargo"	"tempfile"	"3.27.0"	"MIT OR Apache-2.0"	"tempfile_3.27.0__LICENSE-APACHE;tempfile_3.27.0__LICENSE-MIT"	"included"
"cargo"	"tendril"	"0.5.1"	"MIT OR Apache-2.0"	"tendril_0.5.1__LICENSE-APACHE;tendril_0.5.1__LICENSE-MIT"	"included"
"cargo"	"thiserror"	"1.0.69"	"MIT OR Apache-2.0"	"thiserror_1.0.69__LICENSE-APACHE;thiserror_1.0.69__LICENSE-MIT"	"included"
"cargo"	"thiserror"	"2.0.20"	"MIT OR Apache-2.0"	"thiserror_2.0.20__LICENSE-APACHE;thiserror_2.0.20__LICENSE-MIT"	"included"
"cargo"	"thiserror-impl"	"1.0.69"	"MIT OR Apache-2.0"	"thiserror-impl_1.0.69__LICENSE-APACHE;thiserror-impl_1.0.69__LICENSE-MIT"	"included"
"cargo"	"thiserror-impl"	"2.0.20"	"MIT OR Apache-2.0"	"thiserror-impl_2.0.20__LICENSE-APACHE;thiserror-impl_2.0.20__LICENSE-MIT"	"included"
"cargo"	"time"	"0.3.55"	"MIT OR Apache-2.0"	"time_0.3.55__LICENSE-Apache;time_0.3.55__LICENSE-MIT"	"included"
"cargo"	"time-core"	"0.1.9"	"MIT OR Apache-2.0"	"time-core_0.1.9__LICENSE-Apache;time-core_0.1.9__LICENSE-MIT"	"included"
"cargo"	"time-macros"	"0.2.32"	"MIT OR Apache-2.0"	"time-macros_0.2.32__LICENSE-Apache;time-macros_0.2.32__LICENSE-MIT"	"included"
"cargo"	"tinystr"	"0.8.4"	"Unicode-3.0"	"tinystr_0.8.4__LICENSE"	"included"
"cargo"	"tinyvec"	"1.13.3"	"Zlib OR Apache-2.0 OR MIT"	"tinyvec_1.13.3__LICENSE-APACHE.md;tinyvec_1.13.3__LICENSE-MIT.md;tinyvec_1.13.3__LICENSE-ZLIB.md"	"included"
"cargo"	"tokio"	"1.53.1"	"MIT"	"tokio_1.53.1__LICENSE"	"included"
"cargo"	"tokio-rustls"	"0.26.5"	"MIT OR Apache-2.0"	"tokio-rustls_0.26.5__LICENSE-APACHE;tokio-rustls_0.26.5__LICENSE-MIT"	"included"
"cargo"	"tokio-util"	"0.7.19"	"MIT"	"tokio-util_0.7.19__LICENSE"	"included"
"cargo"	"toml"	"0.9.12+spec-1.1.0"	"MIT OR Apache-2.0"	"toml_0.9.12_spec-1.1.0__LICENSE-APACHE;toml_0.9.12_spec-1.1.0__LICENSE-MIT"	"included"
"cargo"	"toml"	"1.1.6+spec-1.1.0"	"MIT OR Apache-2.0"	"toml_1.1.6_spec-1.1.0__LICENSE-APACHE;toml_1.1.6_spec-1.1.0__LICENSE-MIT"	"included"
"cargo"	"toml_datetime"	"0.7.5+spec-1.1.0"	"MIT OR Apache-2.0"	"toml_datetime_0.7.5_spec-1.1.0__LICENSE-APACHE;toml_datetime_0.7.5_spec-1.1.0__LICENSE-MIT"	"included"
"cargo"	"toml_datetime"	"1.1.1+spec-1.1.0"	"MIT OR Apache-2.0"	"toml_datetime_1.1.1_spec-1.1.0__LICENSE-APACHE;toml_datetime_1.1.1_spec-1.1.0__LICENSE-MIT"	"included"
"cargo"	"toml_parser"	"1.1.3+spec-1.1.0"	"MIT OR Apache-2.0"	"toml_parser_1.1.3_spec-1.1.0__LICENSE-APACHE;toml_parser_1.1.3_spec-1.1.0__LICENSE-MIT"	"included"
"cargo"	"toml_writer"	"1.1.2+spec-1.1.0"	"MIT OR Apache-2.0"	"toml_writer_1.1.2_spec-1.1.0__LICENSE-APACHE;toml_writer_1.1.2_spec-1.1.0__LICENSE-MIT"	"included"
"cargo"	"tower"	"0.5.3"	"MIT"	"tower_0.5.3__LICENSE"	"included"
"cargo"	"tower-http"	"0.6.11"	"MIT"	"tower-http_0.6.11__LICENSE"	"included"
"cargo"	"tower-layer"	"0.3.3"	"MIT"	"tower-layer_0.3.3__LICENSE"	"included"
"cargo"	"tower-service"	"0.3.3"	"MIT"	"tower-service_0.3.3__LICENSE"	"included"
"cargo"	"tracing"	"0.1.44"	"MIT"	"tracing_0.1.44__LICENSE"	"included"
"cargo"	"tracing-attributes"	"0.1.31"	"MIT"	"tracing-attributes_0.1.31__LICENSE"	"included"
"cargo"	"tracing-core"	"0.1.36"	"MIT"	"tracing-core_0.1.36__LICENSE"	"included"
"cargo"	"tray-icon"	"0.24.2"	"MIT OR Apache-2.0"	"tray-icon_0.24.2__LICENSE-APACHE;tray-icon_0.24.2__LICENSE-MIT;tray-icon_0.24.2__LICENSE.spdx"	"included"
"cargo"	"try-lock"	"0.2.5"	"MIT"	"try-lock_0.2.5__LICENSE"	"included"
"cargo"	"typeid"	"1.0.3"	"MIT OR Apache-2.0"	"typeid_1.0.3__LICENSE-APACHE;typeid_1.0.3__LICENSE-MIT"	"included"
"cargo"	"typenum"	"1.20.1"	"MIT OR Apache-2.0"	"typenum_1.20.1__LICENSE;typenum_1.20.1__LICENSE-APACHE;typenum_1.20.1__LICENSE-MIT"	"included"
"cargo"	"unic-char-property"	"0.9.0"	"MIT/Apache-2.0"	""	"missing"
"cargo"	"unic-char-range"	"0.9.0"	"MIT/Apache-2.0"	""	"missing"
"cargo"	"unic-common"	"0.9.0"	"MIT/Apache-2.0"	""	"missing"
"cargo"	"unic-ucd-ident"	"0.9.0"	"MIT/Apache-2.0"	""	"missing"
"cargo"	"unic-ucd-version"	"0.9.0"	"MIT/Apache-2.0"	""	"missing"
"cargo"	"unicode-ident"	"1.0.26"	"(MIT OR Apache-2.0) AND Unicode-3.0"	"unicode-ident_1.0.26__LICENSE-APACHE;unicode-ident_1.0.26__LICENSE-MIT;unicode-ident_1.0.26__LICENSE-UNICODE"	"included"
"cargo"	"unicode-segmentation"	"1.13.3"	"MIT OR Apache-2.0"	"unicode-segmentation_1.13.3__LICENSE-APACHE;unicode-segmentation_1.13.3__LICENSE-MIT"	"included"
"cargo"	"untrusted"	"0.9.0"	"ISC"	"untrusted_0.9.0__LICENSE.txt"	"included"
"cargo"	"url"	"2.5.8"	"MIT OR Apache-2.0"	"url_2.5.8__LICENSE-APACHE;url_2.5.8__LICENSE-MIT"	"included"
"cargo"	"urlpattern"	"0.3.0"	"MIT"	"urlpattern_0.3.0__LICENSE"	"included"
"cargo"	"utf8_iter"	"1.0.4"	"Apache-2.0 OR MIT"	"utf8_iter_1.0.4__LICENSE-APACHE;utf8_iter_1.0.4__LICENSE-MIT"	"included"
"cargo"	"uuid"	"1.26.1"	"Apache-2.0 OR MIT"	"uuid_1.26.1__LICENSE-APACHE;uuid_1.26.1__LICENSE-MIT"	"included"
"cargo"	"version_check"	"0.9.5"	"MIT/Apache-2.0"	"version_check_0.9.5__LICENSE-APACHE;version_check_0.9.5__LICENSE-MIT"	"included"
"cargo"	"vswhom"	"0.1.0"	"MIT"	"vswhom_0.1.0__LICENSE"	"included"
"cargo"	"vswhom-sys"	"0.1.3"	"MIT"	"vswhom-sys_0.1.3__LICENSE"	"included"
"cargo"	"walkdir"	"2.5.0"	"Unlicense/MIT"	"walkdir_2.5.0__COPYING;walkdir_2.5.0__LICENSE-MIT"	"included"
"cargo"	"want"	"0.3.1"	"MIT"	"want_0.3.1__LICENSE"	"included"
"cargo"	"web_atoms"	"0.2.6"	"MIT OR Apache-2.0"	"web_atoms_0.2.6__LICENSE-APACHE;web_atoms_0.2.6__LICENSE-MIT"	"included"
"cargo"	"webview2-com"	"0.38.2"	"MIT"	""	"missing"
"cargo"	"webview2-com-macros"	"0.8.1"	"MIT"	""	"missing"
"cargo"	"webview2-com-sys"	"0.38.2"	"MIT"	""	"missing"
"cargo"	"winapi-util"	"0.1.11"	"Unlicense OR MIT"	"winapi-util_0.1.11__COPYING;winapi-util_0.1.11__LICENSE-MIT"	"included"
"cargo"	"window-vibrancy"	"0.6.0"	"Apache-2.0 OR MIT"	"window-vibrancy_0.6.0__LICENSE-APACHE;window-vibrancy_0.6.0__LICENSE-MIT;window-vibrancy_0.6.0__LICENSE.spdx"	"included"
"cargo"	"windows"	"0.61.3"	"MIT OR Apache-2.0"	"windows_0.61.3__license-apache-2.0;windows_0.61.3__license-mit"	"included"
"cargo"	"windows_x86_64_msvc"	"0.52.6"	"MIT OR Apache-2.0"	"windows_x86_64_msvc_0.52.6__license-apache-2.0;windows_x86_64_msvc_0.52.6__license-mit"	"included"
"cargo"	"windows_x86_64_msvc"	"0.53.1"	"MIT OR Apache-2.0"	"windows_x86_64_msvc_0.53.1__license-apache-2.0;windows_x86_64_msvc_0.53.1__license-mit"	"included"
"cargo"	"windows-collections"	"0.2.0"	"MIT OR Apache-2.0"	"windows-collections_0.2.0__license-apache-2.0;windows-collections_0.2.0__license-mit"	"included"
"cargo"	"windows-core"	"0.61.2"	"MIT OR Apache-2.0"	"windows-core_0.61.2__license-apache-2.0;windows-core_0.61.2__license-mit"	"included"
"cargo"	"windows-future"	"0.2.1"	"MIT OR Apache-2.0"	"windows-future_0.2.1__license-apache-2.0;windows-future_0.2.1__license-mit"	"included"
"cargo"	"windows-implement"	"0.60.2"	"MIT OR Apache-2.0"	"windows-implement_0.60.2__license-apache-2.0;windows-implement_0.60.2__license-mit"	"included"
"cargo"	"windows-interface"	"0.59.3"	"MIT OR Apache-2.0"	"windows-interface_0.59.3__license-apache-2.0;windows-interface_0.59.3__license-mit"	"included"
"cargo"	"windows-link"	"0.1.3"	"MIT OR Apache-2.0"	"windows-link_0.1.3__license-apache-2.0;windows-link_0.1.3__license-mit"	"included"
"cargo"	"windows-link"	"0.2.1"	"MIT OR Apache-2.0"	"windows-link_0.2.1__license-apache-2.0;windows-link_0.2.1__license-mit"	"included"
"cargo"	"windows-numerics"	"0.2.0"	"MIT OR Apache-2.0"	"windows-numerics_0.2.0__license-apache-2.0;windows-numerics_0.2.0__license-mit"	"included"
"cargo"	"windows-registry"	"0.6.1"	"MIT OR Apache-2.0"	"windows-registry_0.6.1__license-apache-2.0;windows-registry_0.6.1__license-mit"	"included"
"cargo"	"windows-result"	"0.3.4"	"MIT OR Apache-2.0"	"windows-result_0.3.4__license-apache-2.0;windows-result_0.3.4__license-mit"	"included"
"cargo"	"windows-result"	"0.4.1"	"MIT OR Apache-2.0"	"windows-result_0.4.1__license-apache-2.0;windows-result_0.4.1__license-mit"	"included"
"cargo"	"windows-strings"	"0.4.2"	"MIT OR Apache-2.0"	"windows-strings_0.4.2__license-apache-2.0;windows-strings_0.4.2__license-mit"	"included"
"cargo"	"windows-strings"	"0.5.1"	"MIT OR Apache-2.0"	"windows-strings_0.5.1__license-apache-2.0;windows-strings_0.5.1__license-mit"	"included"
"cargo"	"windows-sys"	"0.59.0"	"MIT OR Apache-2.0"	"windows-sys_0.59.0__license-apache-2.0;windows-sys_0.59.0__license-mit"	"included"
"cargo"	"windows-sys"	"0.60.2"	"MIT OR Apache-2.0"	"windows-sys_0.60.2__license-apache-2.0;windows-sys_0.60.2__license-mit"	"included"
"cargo"	"windows-sys"	"0.61.2"	"MIT OR Apache-2.0"	"windows-sys_0.61.2__license-apache-2.0;windows-sys_0.61.2__license-mit"	"included"
"cargo"	"windows-targets"	"0.52.6"	"MIT OR Apache-2.0"	"windows-targets_0.52.6__license-apache-2.0;windows-targets_0.52.6__license-mit"	"included"
"cargo"	"windows-targets"	"0.53.5"	"MIT OR Apache-2.0"	"windows-targets_0.53.5__license-apache-2.0;windows-targets_0.53.5__license-mit"	"included"
"cargo"	"windows-threading"	"0.1.0"	"MIT OR Apache-2.0"	"windows-threading_0.1.0__license-apache-2.0;windows-threading_0.1.0__license-mit"	"included"
"cargo"	"windows-version"	"0.1.7"	"MIT OR Apache-2.0"	"windows-version_0.1.7__license-apache-2.0;windows-version_0.1.7__license-mit"	"included"
"cargo"	"winnow"	"0.7.15"	"MIT"	"winnow_0.7.15__LICENSE-MIT"	"included"
"cargo"	"winnow"	"1.0.4"	"MIT"	"winnow_1.0.4__LICENSE-MIT"	"included"
"cargo"	"winreg"	"0.55.0"	"MIT"	"winreg_0.55.0__LICENSE"	"included"
"cargo"	"writeable"	"0.6.4"	"Unicode-3.0"	"writeable_0.6.4__LICENSE"	"included"
"cargo"	"wry"	"0.55.1"	"Apache-2.0 OR MIT"	"wry_0.55.1__LICENSE-APACHE;wry_0.55.1__LICENSE-MIT;wry_0.55.1__LICENSE.spdx"	"included"
"cargo"	"yoke"	"0.8.3"	"Unicode-3.0"	"yoke_0.8.3__LICENSE"	"included"
"cargo"	"yoke-derive"	"0.8.3"	"Unicode-3.0"	"yoke-derive_0.8.3__LICENSE"	"included"
"cargo"	"zerofrom"	"0.1.8"	"Unicode-3.0"	"zerofrom_0.1.8__LICENSE"	"included"
"cargo"	"zerofrom-derive"	"0.1.8"	"Unicode-3.0"	"zerofrom-derive_0.1.8__LICENSE"	"included"
"cargo"	"zeroize"	"1.9.0"	"Apache-2.0 OR MIT"	"zeroize_1.9.0__LICENSE-APACHE;zeroize_1.9.0__LICENSE-MIT"	"included"
"cargo"	"zerotrie"	"0.2.5"	"Unicode-3.0"	"zerotrie_0.2.5__LICENSE"	"included"
"cargo"	"zerovec"	"0.11.8"	"Unicode-3.0"	"zerovec_0.11.8__LICENSE"	"included"
"cargo"	"zerovec-derive"	"0.11.6"	"Unicode-3.0"	"zerovec-derive_0.11.6__LICENSE"	"included"
"cargo"	"zip"	"4.6.1"	"MIT"	"zip_4.6.1__LICENSE"	"included"
"cargo"	"zlib-rs"	"0.6.8"	"Zlib"	"zlib-rs_0.6.8__LICENSE"	"included"
"cargo"	"zmij"	"1.0.23"	"MIT"	"zmij_1.0.23__LICENSE-MIT"	"included"
"npm"	"@antfu/install-pkg"	"2.1.0"	"MIT"	"_antfu_install-pkg_2.1.0__LICENSE"	"included"
"npm"	"@babel/runtime"	"7.29.7"	"MIT"	"_babel_runtime_7.29.7__LICENSE"	"included"
"npm"	"@blocknote/core"	"0.54.2"	"MPL-2.0"	"_blocknote_core_0.54.2__LICENSE"	"included"
"npm"	"@blocknote/diagram-block"	"0.54.2"	"MPL-2.0"	"_blocknote_diagram-block_0.54.2__LICENSE"	"included"
"npm"	"@blocknote/mantine"	"0.54.2"	"MPL-2.0"	"_blocknote_mantine_0.54.2__LICENSE"	"included"
"npm"	"@blocknote/math-block"	"0.54.2"	"MPL-2.0"	"_blocknote_math-block_0.54.2__LICENSE"	"included"
"npm"	"@blocknote/react"	"0.54.2"	"MPL-2.0"	"_blocknote_react_0.54.2__LICENSE"	"included"
"npm"	"@blocknote/xl-multi-column"	"0.54.0"	"GPL-3.0 OR PROPRIETARY"	"_blocknote_xl-multi-column_0.54.0__LICENSE"	"included"
"npm"	"@braintree/sanitize-url"	"6.0.2"	"MIT"	"_braintree_sanitize-url_6.0.2__LICENSE"	"included"
"npm"	"@braintree/sanitize-url"	"7.1.2"	"MIT"	"_braintree_sanitize-url_7.1.2__LICENSE"	"included"
"npm"	"@chevrotain/cst-dts-gen"	"11.0.3"	"Apache-2.0"	"_chevrotain_cst-dts-gen_11.0.3__LICENSE.txt"	"included"
"npm"	"@chevrotain/gast"	"11.0.3"	"Apache-2.0"	"_chevrotain_gast_11.0.3__LICENSE.txt"	"included"
"npm"	"@chevrotain/regexp-to-ast"	"11.0.3"	"Apache-2.0"	"_chevrotain_regexp-to-ast_11.0.3__LICENSE.txt"	"included"
"npm"	"@chevrotain/types"	"11.0.3"	"Apache-2.0"	"_chevrotain_types_11.0.3__LICENSE.txt"	"included"
"npm"	"@chevrotain/types"	"11.1.2"	"Apache-2.0"	"_chevrotain_types_11.1.2__LICENSE.txt"	"included"
"npm"	"@chevrotain/utils"	"11.0.3"	"Apache-2.0"	"_chevrotain_utils_11.0.3__LICENSE.txt"	"included"
"npm"	"@emoji-mart/data"	"1.2.1"	"MIT"	"_emoji-mart_data_1.2.1__LICENSE"	"included"
"npm"	"@excalidraw/excalidraw"	"0.18.1"	"MIT"	"_excalidraw_excalidraw_0.18.1__LICENSE"	"included"
"npm"	"@excalidraw/laser-pointer"	"1.3.1"	"MIT"	"_excalidraw_laser-pointer_1.3.1__LICENSE"	"included"
"npm"	"@excalidraw/markdown-to-text"	"0.1.2"	"MIT"	"_excalidraw_markdown-to-text_0.1.2__LICENSE"	"included"
"npm"	"@excalidraw/mermaid-to-excalidraw"	"2.2.2"	"MIT"	"_excalidraw_mermaid-to-excalidraw_2.2.2__LICENSE"	"included"
"npm"	"@excalidraw/random-username"	"1.1.0"	"MIT"	"_excalidraw_random-username_1.1.0__LICENSE"	"included"
"npm"	"@floating-ui/core"	"1.8.0"	"MIT"	"_floating-ui_core_1.8.0__LICENSE"	"included"
"npm"	"@floating-ui/dom"	"1.8.0"	"MIT"	"_floating-ui_dom_1.8.0__LICENSE"	"included"
"npm"	"@floating-ui/react"	"0.27.20"	"MIT"	"_floating-ui_react_0.27.20__LICENSE"	"included"
"npm"	"@floating-ui/react-dom"	"2.1.9"	"MIT"	"_floating-ui_react-dom_2.1.9__LICENSE"	"included"
"npm"	"@floating-ui/utils"	"0.2.12"	"MIT"	"_floating-ui_utils_0.2.12__LICENSE"	"included"
"npm"	"@handlewithcare/prosemirror-inputrules"	"0.1.4"	"MIT"	"_handlewithcare_prosemirror-inputrules_0.1.4__LICENSE"	"included"
"npm"	"@iconify/types"	"2.0.0"	"MIT"	"_iconify_types_2.0.0__license.txt"	"included"
"npm"	"@iconify/utils"	"3.1.7"	"MIT"	"_iconify_utils_3.1.7__license.txt"	"included"
"npm"	"@mantine/core"	"9.6.2"	"MIT"	"_mantine_core_9.6.2__LICENSE"	"included"
"npm"	"@mantine/hooks"	"9.6.2"	"MIT"	"_mantine_hooks_9.6.2__LICENSE"	"included"
"npm"	"@mantine/utils"	"6.0.22"	"MIT"	""	"missing"
"npm"	"@mermaid-js/parser"	"0.6.3"	"MIT"	"_mermaid-js_parser_0.6.3__LICENSE"	"included"
"npm"	"@mermaid-js/parser"	"1.2.1"	"MIT"	"_mermaid-js_parser_1.2.1__LICENSE"	"included"
"npm"	"@radix-ui/primitive"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/primitive"	"1.1.1"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-arrow"	"1.1.2"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-collection"	"1.0.1"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-compose-refs"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-compose-refs"	"1.1.1"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-context"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-context"	"1.1.1"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-direction"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-dismissable-layer"	"1.1.5"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-focus-guards"	"1.1.1"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-focus-scope"	"1.1.2"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-id"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-id"	"1.1.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-popover"	"1.1.6"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-popper"	"1.2.2"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-portal"	"1.1.4"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-presence"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-presence"	"1.1.2"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-primitive"	"1.0.1"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-primitive"	"2.0.2"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-roving-focus"	"1.0.2"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-slot"	"1.0.1"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-slot"	"1.1.2"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-tabs"	"1.0.2"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-callback-ref"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-callback-ref"	"1.1.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-controllable-state"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-controllable-state"	"1.1.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-escape-keydown"	"1.1.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-layout-effect"	"1.0.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-layout-effect"	"1.1.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-rect"	"1.1.0"	"MIT"	""	"missing"
"npm"	"@radix-ui/react-use-size"	"1.1.0"	"MIT"	""	"missing"
