"ecosystem"	"package"	"version"	"license"	"license_files"	"status"
"npm"	"@radix-ui/rect"	"1.1.0"	"MIT"	""	"missing"
"npm"	"@shikijs/types"	"4.4.3"	"MIT"	"_shikijs_types_4.4.3__LICENSE"	"included"
"npm"	"@shikijs/vscode-textmate"	"10.0.2"	"MIT"	"_shikijs_vscode-textmate_10.0.2__LICENSE.md"	"included"
"npm"	"@tauri-apps/api"	"2.11.1"	"Apache-2.0 OR MIT"	"_tauri-apps_api_2.11.1__LICENSE_APACHE-2.0;_tauri-apps_api_2.11.1__LICENSE_MIT"	"included"
"npm"	"@tauri-apps/plugin-updater"	"2.12.0"	"MIT OR Apache-2.0"	"_tauri-apps_plugin-updater_2.12.0__LICENSE.spdx"	"included"
"npm"	"@tiptap/core"	"3.31.3"	"MIT"	"_tiptap_core_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-bold"	"3.31.3"	"MIT"	"_tiptap_extension-bold_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-bubble-menu"	"3.31.3"	"MIT"	"_tiptap_extension-bubble-menu_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-code"	"3.31.3"	"MIT"	"_tiptap_extension-code_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-find-and-replace"	"3.31.3"	"MIT"	"_tiptap_extension-find-and-replace_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-floating-menu"	"3.31.3"	"MIT"	"_tiptap_extension-floating-menu_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-italic"	"3.31.3"	"MIT"	"_tiptap_extension-italic_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-strike"	"3.31.3"	"MIT"	"_tiptap_extension-strike_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-text"	"3.31.3"	"MIT"	"_tiptap_extension-text_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extension-underline"	"3.31.3"	"MIT"	"_tiptap_extension-underline_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/extensions"	"3.31.3"	"MIT"	"_tiptap_extensions_3.31.3__LICENSE.md"	"included"
"npm"	"@tiptap/pm"	"3.31.3"	"MIT"	"_tiptap_pm_3.31.3__LICENSE"	"included"
"npm"	"@tiptap/react"	"3.31.3"	"MIT"	"_tiptap_react_3.31.3__LICENSE.md"	"included"
"npm"	"@types/d3"	"7.4.3"	"MIT"	"_types_d3_7.4.3__LICENSE"	"included"
"npm"	"@types/d3-array"	"3.2.2"	"MIT"	"_types_d3-array_3.2.2__LICENSE"	"included"
"npm"	"@types/d3-axis"	"3.0.6"	"MIT"	"_types_d3-axis_3.0.6__LICENSE"	"included"
"npm"	"@types/d3-brush"	"3.0.6"	"MIT"	"_types_d3-brush_3.0.6__LICENSE"	"included"
"npm"	"@types/d3-chord"	"3.0.6"	"MIT"	"_types_d3-chord_3.0.6__LICENSE"	"included"
"npm"	"@types/d3-color"	"3.1.3"	"MIT"	"_types_d3-color_3.1.3__LICENSE"	"included"
"npm"	"@types/d3-contour"	"3.0.6"	"MIT"	"_types_d3-contour_3.0.6__LICENSE"	"included"
"npm"	"@types/d3-delaunay"	"6.0.4"	"MIT"	"_types_d3-delaunay_6.0.4__LICENSE"	"included"
"npm"	"@types/d3-dispatch"	"3.0.7"	"MIT"	"_types_d3-dispatch_3.0.7__LICENSE"	"included"
"npm"	"@types/d3-drag"	"3.0.7"	"MIT"	"_types_d3-drag_3.0.7__LICENSE"	"included"
"npm"	"@types/d3-dsv"	"3.0.7"	"MIT"	"_types_d3-dsv_3.0.7__LICENSE"	"included"
"npm"	"@types/d3-ease"	"3.0.2"	"MIT"	"_types_d3-ease_3.0.2__LICENSE"	"included"
"npm"	"@types/d3-fetch"	"3.0.7"	"MIT"	"_types_d3-fetch_3.0.7__LICENSE"	"included"
"npm"	"@types/d3-force"	"3.0.10"	"MIT"	"_types_d3-force_3.0.10__LICENSE"	"included"
"npm"	"@types/d3-format"	"3.0.4"	"MIT"	"_types_d3-format_3.0.4__LICENSE"	"included"
"npm"	"@types/d3-geo"	"3.1.1"	"MIT"	"_types_d3-geo_3.1.1__LICENSE"	"included"
"npm"	"@types/d3-hierarchy"	"3.1.7"	"MIT"	"_types_d3-hierarchy_3.1.7__LICENSE"	"included"
"npm"	"@types/d3-interpolate"	"3.0.4"	"MIT"	"_types_d3-interpolate_3.0.4__LICENSE"	"included"
"npm"	"@types/d3-path"	"3.1.1"	"MIT"	"_types_d3-path_3.1.1__LICENSE"	"included"
"npm"	"@types/d3-polygon"	"3.0.2"	"MIT"	"_types_d3-polygon_3.0.2__LICENSE"	"included"
"npm"	"@types/d3-quadtree"	"3.0.6"	"MIT"	"_types_d3-quadtree_3.0.6__LICENSE"	"included"
"npm"	"@types/d3-random"	"3.0.4"	"MIT"	"_types_d3-random_3.0.4__LICENSE"	"included"
"npm"	"@types/d3-scale"	"4.0.9"	"MIT"	"_types_d3-scale_4.0.9__LICENSE"	"included"
"npm"	"@types/d3-scale-chromatic"	"3.1.0"	"MIT"	"_types_d3-scale-chromatic_3.1.0__LICENSE"	"included"
"npm"	"@types/d3-selection"	"3.0.12"	"MIT"	"_types_d3-selection_3.0.12__LICENSE"	"included"
"npm"	"@types/d3-shape"	"3.2.0"	"MIT"	"_types_d3-shape_3.2.0__LICENSE"	"included"
"npm"	"@types/d3-time"	"3.0.4"	"MIT"	"_types_d3-time_3.0.4__LICENSE"	"included"
"npm"	"@types/d3-time-format"	"4.0.3"	"MIT"	"_types_d3-time-format_4.0.3__LICENSE"	"included"
"npm"	"@types/d3-timer"	"3.0.2"	"MIT"	"_types_d3-timer_3.0.2__LICENSE"	"included"
"npm"	"@types/d3-transition"	"3.0.9"	"MIT"	"_types_d3-transition_3.0.9__LICENSE"	"included"
"npm"	"@types/d3-zoom"	"3.0.8"	"MIT"	"_types_d3-zoom_3.0.8__LICENSE"	"included"
"npm"	"@types/geojson"	"7946.0.16"	"MIT"	"_types_geojson_7946.0.16__LICENSE"	"included"
"npm"	"@types/hast"	"3.0.5"	"MIT"	"_types_hast_3.0.5__LICENSE"	"included"
"npm"	"@types/react"	"19.3.0"	"MIT"	"_types_react_19.3.0__LICENSE"	"included"
"npm"	"@types/react-dom"	"19.3.0"	"MIT"	"_types_react-dom_19.3.0__LICENSE"	"included"
"npm"	"@types/trusted-types"	"2.0.7"	"MIT"	"_types_trusted-types_2.0.7__LICENSE"	"included"
"npm"	"@types/unist"	"3.0.3"	"MIT"	"_types_unist_3.0.3__LICENSE"	"included"
"npm"	"@types/use-sync-external-store"	"0.0.6"	"MIT"	"_types_use-sync-external-store_0.0.6__LICENSE"	"included"
"npm"	"@types/use-sync-external-store"	"1.5.0"	"MIT"	"_types_use-sync-external-store_1.5.0__LICENSE"	"included"
"npm"	"@upsetjs/venn.js"	"2.0.0"	"MIT"	"_upsetjs_venn.js_2.0.0__LICENSE"	"included"
"npm"	"anymatch"	"3.1.3"	"ISC"	"anymatch_3.1.3__LICENSE"	"included"
"npm"	"aria-hidden"	"1.2.6"	"MIT"	"aria-hidden_1.2.6__LICENSE"	"included"
"npm"	"binary-extensions"	"2.3.0"	"MIT"	"binary-extensions_2.3.0__license"	"included"
"npm"	"braces"	"3.0.3"	"MIT"	"braces_3.0.3__LICENSE"	"included"
"npm"	"browser-fs-access"	"0.29.1"	"Apache-2.0"	"browser-fs-access_0.29.1__LICENSE"	"included"
"npm"	"canvas-roundrect-polyfill"	"0.0.1"	"MIT"	"canvas-roundrect-polyfill_0.0.1__LICENSE"	"included"
"npm"	"chevrotain"	"11.0.3"	"Apache-2.0"	"chevrotain_11.0.3__LICENSE.txt"	"included"
"npm"	"chevrotain-allstar"	"0.3.1"	"MIT"	"chevrotain-allstar_0.3.1__LICENSE"	"included"
"npm"	"chokidar"	"3.6.0"	"MIT"	"chokidar_3.6.0__LICENSE"	"included"
"npm"	"clsx"	"1.1.1"	"MIT"	"clsx_1.1.1__license"	"included"
"npm"	"clsx"	"2.1.1"	"MIT"	"clsx_2.1.1__license"	"included"
"npm"	"commander"	"7.2.0"	"MIT"	"commander_7.2.0__LICENSE"	"included"
"npm"	"commander"	"8.3.0"	"MIT"	"commander_8.3.0__LICENSE"	"included"
"npm"	"cose-base"	"1.0.3"	"MIT"	"cose-base_1.0.3__LICENSE"	"included"
"npm"	"cose-base"	"2.2.0"	"MIT"	"cose-base_2.2.0__LICENSE"	"included"
"npm"	"crc-32"	"0.3.0"	"Apache-2.0"	"crc-32_0.3.0__LICENSE"	"included"
"npm"	"cross-env"	"7.0.3"	"MIT"	"cross-env_7.0.3__LICENSE"	"included"
"npm"	"cross-spawn"	"7.0.6"	"MIT"	"cross-spawn_7.0.6__LICENSE"	"included"
"npm"	"csstype"	"3.2.3"	"MIT"	"csstype_3.2.3__LICENSE"	"included"
"npm"	"cytoscape"	"3.34.3"	"MIT"	"cytoscape_3.34.3__LICENSE"	"included"
"npm"	"cytoscape-cose-bilkent"	"4.1.0"	"MIT"	"cytoscape-cose-bilkent_4.1.0__LICENSE"	"included"
"npm"	"cytoscape-fcose"	"2.2.0"	"MIT"	"cytoscape-fcose_2.2.0__LICENSE"	"included"
"npm"	"d3"	"7.9.0"	"ISC"	"d3_7.9.0__LICENSE"	"included"
"npm"	"d3-array"	"2.12.1"	"BSD-3-Clause"	"d3-array_2.12.1__LICENSE"	"included"
"npm"	"d3-array"	"3.2.4"	"ISC"	"d3-array_3.2.4__LICENSE"	"included"
"npm"	"d3-axis"	"3.0.0"	"ISC"	"d3-axis_3.0.0__LICENSE"	"included"
"npm"	"d3-brush"	"3.0.0"	"ISC"	"d3-brush_3.0.0__LICENSE"	"included"
"npm"	"d3-chord"	"3.0.1"	"ISC"	"d3-chord_3.0.1__LICENSE"	"included"
"npm"	"d3-color"	"3.1.0"	"ISC"	"d3-color_3.1.0__LICENSE"	"included"
"npm"	"d3-contour"	"4.0.2"	"ISC"	"d3-contour_4.0.2__LICENSE"	"included"
"npm"	"d3-delaunay"	"6.0.4"	"ISC"	"d3-delaunay_6.0.4__LICENSE"	"included"
"npm"	"d3-dispatch"	"3.0.1"	"ISC"	"d3-dispatch_3.0.1__LICENSE"	"included"
"npm"	"d3-drag"	"3.0.0"	"ISC"	"d3-drag_3.0.0__LICENSE"	"included"
"npm"	"d3-dsv"	"3.0.1"	"ISC"	"d3-dsv_3.0.1__LICENSE"	"included"
"npm"	"d3-ease"	"3.0.1"	"BSD-3-Clause"	"d3-ease_3.0.1__LICENSE"	"included"
"npm"	"d3-fetch"	"3.0.1"	"ISC"	"d3-fetch_3.0.1__LICENSE"	"included"
"npm"	"d3-force"	"3.0.0"	"ISC"	"d3-force_3.0.0__LICENSE"	"included"
"npm"	"d3-format"	"3.1.2"	"ISC"	"d3-format_3.1.2__LICENSE"	"included"
"npm"	"d3-geo"	"3.1.1"	"ISC"	"d3-geo_3.1.1__LICENSE"	"included"
"npm"	"d3-hierarchy"	"3.1.2"	"ISC"	"d3-hierarchy_3.1.2__LICENSE"	"included"
"npm"	"d3-interpolate"	"3.0.1"	"ISC"	"d3-interpolate_3.0.1__LICENSE"	"included"
"npm"	"d3-path"	"1.0.9"	"BSD-3-Clause"	"d3-path_1.0.9__LICENSE"	"included"
"npm"	"d3-path"	"3.1.0"	"ISC"	"d3-path_3.1.0__LICENSE"	"included"
"npm"	"d3-polygon"	"3.0.1"	"ISC"	"d3-polygon_3.0.1__LICENSE"	"included"
"npm"	"d3-quadtree"	"3.0.1"	"ISC"	"d3-quadtree_3.0.1__LICENSE"	"included"
"npm"	"d3-random"	"3.0.1"	"ISC"	"d3-random_3.0.1__LICENSE"	"included"
"npm"	"d3-sankey"	"0.12.3"	"BSD-3-Clause"	"d3-sankey_0.12.3__LICENSE"	"included"
"npm"	"d3-scale"	"4.0.2"	"ISC"	"d3-scale_4.0.2__LICENSE"	"included"
"npm"	"d3-scale-chromatic"	"3.1.0"	"ISC"	"d3-scale-chromatic_3.1.0__LICENSE"	"included"
"npm"	"d3-selection"	"3.0.0"	"ISC"	"d3-selection_3.0.0__LICENSE"	"included"
"npm"	"d3-shape"	"1.3.7"	"BSD-3-Clause"	"d3-shape_1.3.7__LICENSE"	"included"
"npm"	"d3-shape"	"3.2.0"	"ISC"	"d3-shape_3.2.0__LICENSE"	"included"
"npm"	"d3-time"	"3.1.0"	"ISC"	"d3-time_3.1.0__LICENSE"	"included"
"npm"	"d3-time-format"	"4.1.0"	"ISC"	"d3-time-format_4.1.0__LICENSE"	"included"
"npm"	"d3-timer"	"3.0.1"	"ISC"	"d3-timer_3.0.1__LICENSE"	"included"
"npm"	"d3-transition"	"3.0.1"	"ISC"	"d3-transition_3.0.1__LICENSE"	"included"
"npm"	"d3-zoom"	"3.0.0"	"ISC"	"d3-zoom_3.0.0__LICENSE"	"included"
"npm"	"dagre-d3-es"	"7.0.14"	"MIT"	"dagre-d3-es_7.0.14__LICENSE.md"	"included"
"npm"	"dayjs"	"1.11.23"	"MIT"	"dayjs_1.11.23__LICENSE"	"included"
"npm"	"delaunator"	"5.1.0"	"ISC"	"delaunator_5.1.0__LICENSE"	"included"
"npm"	"detect-node-es"	"1.1.0"	"MIT"	"detect-node-es_1.1.0__LICENSE"	"included"
"npm"	"dompurify"	"3.4.15"	"(MPL-2.0 OR Apache-2.0)"	"dompurify_3.4.15__LICENSE;dompurify_3.4.15__LICENSE-MPL"	"included"
"npm"	"emoji-mart"	"5.6.0"	"MIT"	"emoji-mart_5.6.0__LICENSE"	"included"
"npm"	"es-toolkit"	"1.52.0"	"MIT"	"es-toolkit_1.52.0__LICENSE;es-toolkit_1.52.0__NOTICE"	"included"
"npm"	"es6-promise-pool"	"2.5.0"	"MIT"	"es6-promise-pool_2.5.0__LICENSE"	"included"
"npm"	"fast-deep-equal"	"3.1.3"	"MIT"	"fast-deep-equal_3.1.3__LICENSE"	"included"
"npm"	"fast-equals"	"5.4.3"	"MIT"	"fast-equals_5.4.3__LICENSE"	"included"
"npm"	"fastdom"	"1.0.12"	"MIT"	""	"missing"
"npm"	"fill-range"	"7.1.1"	"MIT"	"fill-range_7.1.1__LICENSE"	"included"
"npm"	"fractional-indexing"	"3.2.0"	"CC0-1.0"	"fractional-indexing_3.2.0__LICENSE"	"included"
"npm"	"fsevents"	"2.3.3"	"MIT"	""	"missing"
"npm"	"fuzzy"	"0.1.3"	""	"fuzzy_0.1.3__LICENSE-MIT"	"included"
"npm"	"get-nonce"	"1.0.1"	"MIT"	"get-nonce_1.0.1__LICENSE"	"included"
"npm"	"glob-parent"	"5.1.2"	"ISC"	"glob-parent_5.1.2__LICENSE"	"included"
"npm"	"glur"	"1.1.2"	"MIT"	"glur_1.1.2__LICENSE"	"included"
"npm"	"hachure-fill"	"0.5.2"	"MIT"	"hachure-fill_0.5.2__LICENSE"	"included"
"npm"	"iconv-lite"	"0.6.3"	"MIT"	"iconv-lite_0.6.3__LICENSE"	"included"
"npm"	"image-blob-reduce"	"3.0.1"	"MIT"	"image-blob-reduce_3.0.1__LICENSE"	"included"
"npm"	"immutable"	"4.3.9"	"MIT"	"immutable_4.3.9__LICENSE"	"included"
"npm"	"import-meta-resolve"	"4.2.0"	"MIT"	"import-meta-resolve_4.2.0__license"	"included"
"npm"	"inherits"	"2.0.4"	"ISC"	"inherits_2.0.4__LICENSE"	"included"
"npm"	"internmap"	"1.0.1"	"ISC"	"internmap_1.0.1__LICENSE"	"included"
"npm"	"internmap"	"2.0.3"	"ISC"	"internmap_2.0.3__LICENSE"	"included"
"npm"	"is-binary-path"	"2.1.0"	"MIT"	"is-binary-path_2.1.0__license"	"included"
"npm"	"is-extglob"	"2.1.1"	"MIT"	"is-extglob_2.1.1__LICENSE"	"included"
"npm"	"is-glob"	"4.0.3"	"MIT"	"is-glob_4.0.3__LICENSE"	"included"
"npm"	"is-number"	"7.0.0"	"MIT"	"is-number_7.0.0__LICENSE"	"included"
"npm"	"isexe"	"2.0.0"	"ISC"	"isexe_2.0.0__LICENSE"	"included"
"npm"	"jotai"	"2.11.0"	"MIT"	"jotai_2.11.0__LICENSE"	"included"
"npm"	"jotai-scope"	"0.7.2"	"MIT"	"jotai-scope_0.7.2__LICENSE"	"included"
"npm"	"katex"	"0.16.47"	"MIT"	"katex_0.16.47__LICENSE"	"included"
"npm"	"khroma"	"2.1.0"	""	"khroma_2.1.0__license"	"included"
"npm"	"langium"	"3.3.1"	"MIT"	"langium_3.3.1__LICENSE"	"included"
"npm"	"layout-base"	"1.0.2"	"MIT"	"layout-base_1.0.2__LICENSE"	"included"
"npm"	"layout-base"	"2.0.1"	"MIT"	"layout-base_2.0.1__LICENSE"	"included"
"npm"	"lib0"	"1.0.0-rc.22"	"MIT"	"lib0_1.0.0-rc.22__LICENSE"	"included"
"npm"	"lodash-es"	"4.17.21"	"MIT"	"lodash-es_4.17.21__LICENSE"	"included"
"npm"	"lodash.debounce"	"4.0.8"	"MIT"	"lodash.debounce_4.0.8__LICENSE"	"included"
"npm"	"lodash.throttle"	"4.1.1"	"MIT"	"lodash.throttle_4.1.1__LICENSE"	"included"
"npm"	"lucide-react"	"1.47.0"	"ISC"	"lucide-react_1.47.0__LICENSE"	"included"
"npm"	"marked"	"16.4.2"	"MIT"	"marked_16.4.2__LICENSE.md"	"included"
"npm"	"mermaid"	"11.17.2"	"MIT"	"mermaid_11.17.2__LICENSE"	"included"
"npm"	"multimath"	"2.0.0"	"MIT"	"multimath_2.0.0__LICENSE"	"included"
"npm"	"nanoid"	"3.3.3"	"MIT"	"nanoid_3.3.3__LICENSE"	"included"
"npm"	"nanoid"	"4.0.2"	"MIT"	"nanoid_4.0.2__LICENSE"	"included"
"npm"	"normalize-path"	"3.0.0"	"MIT"	"normalize-path_3.0.0__LICENSE"	"included"
"npm"	"object-assign"	"4.1.1"	"MIT"	"object-assign_4.1.1__license"	"included"
"npm"	"open-color"	"1.9.1"	"MIT"	"open-color_1.9.1__LICENSE"	"included"
"npm"	"orderedmap"	"2.1.1"	"MIT"	"orderedmap_2.1.1__LICENSE"	"included"
"npm"	"package-manager-detector"	"1.8.0"	"MIT"	"package-manager-detector_1.8.0__LICENSE"	"included"
"npm"	"pako"	"2.0.3"	"(MIT AND Zlib)"	"pako_2.0.3__LICENSE"	"included"
"npm"	"path-data-parser"	"0.1.0"	"MIT"	"path-data-parser_0.1.0__LICENSE"	"included"
"npm"	"path-key"	"3.1.1"	"MIT"	"path-key_3.1.1__license"	"included"
"npm"	"perfect-freehand"	"1.2.0"	"MIT"	"perfect-freehand_1.2.0__LICENSE"	"included"
"npm"	"pica"	"7.1.1"	"MIT"	"pica_7.1.1__LICENSE"	"included"
"npm"	"picomatch"	"2.3.2"	"MIT"	"picomatch_2.3.2__LICENSE"	"included"
"npm"	"png-chunk-text"	"1.0.0"	"MIT"	"png-chunk-text_1.0.0__LICENSE.md"	"included"
"npm"	"png-chunks-encode"	"1.0.0"	"MIT"	"png-chunks-encode_1.0.0__LICENSE.md"	"included"
"npm"	"png-chunks-extract"	"1.0.0"	"MIT"	"png-chunks-extract_1.0.0__LICENSE.md"	"included"
"npm"	"points-on-curve"	"0.2.0"	"MIT"	"points-on-curve_0.2.0__LICENSE"	"included"
"npm"	"points-on-curve"	"1.0.1"	"MIT"	"points-on-curve_1.0.1__LICENSE"	"included"
"npm"	"points-on-path"	"0.2.1"	"MIT"	"points-on-path_0.2.1__LICENSE"	"included"
"npm"	"prosemirror-changeset"	"2.4.3"	"MIT"	"prosemirror-changeset_2.4.3__LICENSE"	"included"
"npm"	"prosemirror-commands"	"1.7.2"	"MIT"	"prosemirror-commands_1.7.2__LICENSE"	"included"
"npm"	"prosemirror-dropcursor"	"1.8.3"	"MIT"	"prosemirror-dropcursor_1.8.3__LICENSE"	"included"
"npm"	"prosemirror-gapcursor"	"1.4.1"	"MIT"	"prosemirror-gapcursor_1.4.1__LICENSE"	"included"
"npm"	"prosemirror-highlight"	"0.15.3"	"MIT"	"prosemirror-highlight_0.15.3__LICENSE"	"included"
"npm"	"prosemirror-history"	"1.5.0"	"MIT"	"prosemirror-history_1.5.0__LICENSE"	"included"
"npm"	"prosemirror-inputrules"	"1.5.1"	"MIT"	"prosemirror-inputrules_1.5.1__LICENSE"	"included"
"npm"	"prosemirror-keymap"	"1.2.3"	"MIT"	"prosemirror-keymap_1.2.3__LICENSE"	"included"
"npm"	"prosemirror-model"	"1.25.11"	"MIT"	"prosemirror-model_1.25.11__LICENSE"	"included"
"npm"	"prosemirror-schema-list"	"1.5.1"	"MIT"	"prosemirror-schema-list_1.5.1__LICENSE"	"included"
"npm"	"prosemirror-state"	"1.4.4"	"MIT"	"prosemirror-state_1.4.4__LICENSE"	"included"
"npm"	"prosemirror-tables"	"1.8.5"	"MIT"	"prosemirror-tables_1.8.5__LICENSE"	"included"
"npm"	"prosemirror-transform"	"1.12.1"	"MIT"	"prosemirror-transform_1.12.1__LICENSE"	"included"
"npm"	"prosemirror-view"	"1.42.4"	"MIT"	"prosemirror-view_1.42.4__LICENSE"	"included"
"npm"	"pwacompat"	"2.0.17"	"Apache-2.0"	"pwacompat_2.0.17__LICENSE"	"included"
"npm"	"re2js"	"2.8.6"	"MIT"	"re2js_2.8.6__LICENSE"	"included"
"npm"	"react"	"19.3.0"	"MIT"	"react_19.3.0__LICENSE"	"included"
"npm"	"react-dom"	"19.3.0"	"MIT"	"react-dom_19.3.0__LICENSE"	"included"
"npm"	"react-number-format"	"5.4.5"	"MIT"	"react-number-format_5.4.5__LICENSE"	"included"
"npm"	"react-remove-scroll"	"2.7.2"	"MIT"	"react-remove-scroll_2.7.2__LICENSE"	"included"
"npm"	"react-remove-scroll-bar"	"2.3.8"	"MIT"	""	"missing"
"npm"	"react-style-singleton"	"2.2.3"	"MIT"	"react-style-singleton_2.2.3__LICENSE"	"included"
"npm"	"readdirp"	"3.6.0"	"MIT"	"readdirp_3.6.0__LICENSE"	"included"
"npm"	"robust-predicates"	"3.0.3"	"Unlicense"	"robust-predicates_3.0.3__LICENSE"	"included"
"npm"	"rope-sequence"	"1.3.4"	"MIT"	"rope-sequence_1.3.4__LICENSE"	"included"
"npm"	"roughjs"	"4.6.4"	"MIT"	"roughjs_4.6.4__LICENSE"	"included"
"npm"	"roughjs"	"4.6.6"	"MIT"	"roughjs_4.6.6__LICENSE"	"included"
"npm"	"rw"	"1.3.3"	"BSD-3-Clause"	"rw_1.3.3__LICENSE"	"included"
"npm"	"safer-buffer"	"2.1.2"	"MIT"	"safer-buffer_2.1.2__LICENSE"	"included"
"npm"	"sass"	"1.51.0"	"MIT"	"sass_1.51.0__LICENSE"	"included"
"npm"	"scheduler"	"0.28.0"	"MIT"	"scheduler_0.28.0__LICENSE"	"included"
"npm"	"shebang-command"	"2.0.0"	"MIT"	"shebang-command_2.0.0__license"	"included"
"npm"	"shebang-regex"	"3.0.0"	"MIT"	"shebang-regex_3.0.0__license"	"included"
"npm"	"sliced"	"1.0.1"	"MIT"	"sliced_1.0.1__LICENSE"	"included"
"npm"	"source-map-js"	"1.2.1"	"BSD-3-Clause"	"source-map-js_1.2.1__LICENSE"	"included"
"npm"	"strictdom"	"1.0.1"	"MIT"	""	"missing"
"npm"	"stylis"	"4.4.0"	"MIT"	"stylis_4.4.0__LICENSE"	"included"
"npm"	"tabbable"	"6.5.0"	"MIT"	"tabbable_6.5.0__LICENSE"	"included"
"npm"	"tagged-tag"	"1.0.0"	"MIT"	"tagged-tag_1.0.0__license"	"included"
"npm"	"tinyexec"	"1.3.1"	"MIT"	"tinyexec_1.3.1__LICENSE"	"included"
"npm"	"to-regex-range"	"5.0.1"	"MIT"	"to-regex-range_5.0.1__LICENSE"	"included"
"npm"	"ts-dedent"	"2.3.0"	"MIT"	"ts-dedent_2.3.0__LICENSE"	"included"
"npm"	"tslib"	"2.8.1"	"0BSD"	"tslib_2.8.1__LICENSE.txt"	"included"
"npm"	"tunnel-rat"	"0.1.2"	"MIT"	"tunnel-rat_0.1.2__LICENSE"	"included"
"npm"	"type-fest"	"5.10.0"	"(MIT OR CC0-1.0)"	"type-fest_5.10.0__license-cc0;type-fest_5.10.0__license-mit"	"included"
"npm"	"use-callback-ref"	"1.3.3"	"MIT"	"use-callback-ref_1.3.3__LICENSE"	"included"
"npm"	"use-sidecar"	"1.1.3"	"MIT"	"use-sidecar_1.1.3__LICENSE"	"included"
"npm"	"use-sync-external-store"	"1.6.0"	"MIT"	"use-sync-external-store_1.6.0__LICENSE"	"included"
"npm"	"uuid"	"14.0.2"	"MIT"	"uuid_14.0.2__LICENSE.md"	"included"
"npm"	"vscode-jsonrpc"	"8.2.0"	"MIT"	"vscode-jsonrpc_8.2.0__License.txt"	"included"
"npm"	"vscode-languageserver"	"9.0.1"	"MIT"	"vscode-languageserver_9.0.1__License.txt"	"included"
"npm"	"vscode-languageserver-protocol"	"3.17.5"	"MIT"	"vscode-languageserver-protocol_3.17.5__License.txt"	"included"
"npm"	"vscode-languageserver-textdocument"	"1.0.14"	"MIT"	"vscode-languageserver-textdocument_1.0.14__License.txt"	"included"
"npm"	"vscode-languageserver-types"	"3.17.5"	"MIT"	"vscode-languageserver-types_3.17.5__License.txt"	"included"
"npm"	"vscode-uri"	"3.0.8"	"MIT"	"vscode-uri_3.0.8__LICENSE.md"	"included"
"npm"	"w3c-keyname"	"2.2.8"	"MIT"	"w3c-keyname_2.2.8__LICENSE"	"included"
"npm"	"webworkify"	"1.5.0"	"MIT"	"webworkify_1.5.0__LICENSE"	"included"
"npm"	"which"	"2.0.2"	"ISC"	"which_2.0.2__LICENSE"	"included"
"npm"	"zustand"	"4.5.7"	"MIT"	"zustand_4.5.7__LICENSE"	"included"
